Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Badulla,eye infection,4,11,rainy,6,Medium
Galle,ticks,5,7,humid,10,Medium
Embilipitiya,dog fever,6,10,humid,10,Medium
Polonnaruwa,ticks,6,18,hot,4,High
Matugama,dog vomiting,11,10,humid,10,High
Minuwangoda,fleas,6,8,dry,2,Medium
Buttala,dog coughing,11,7,hot,4,Medium
Mapalana,eye infection,3,6,dry,2,Low
Rathmalana,kennel cough,20,4,dry,2,Medium
Hambantota,dog coughing,9,2,dry,2,Low
Point Pedro,dog coughing,1,4,humid,10,Low
Weligama,dog vomiting,8,2,dry,2,Low
Boralesgamuwa,dog vomiting,10,4,rainy,6,Medium
Katunayake,dog coughing,14,3,hot,4,Medium
Hatton,fleas,16,8,dry,2,Medium
Piliyandala,eye infection,9,8,hot,4,Medium
Beruwala,ticks,5,9,hot,4,Medium
Weligama,dog fever,17,0,rainy,6,Medium
Ganemulla,kennel cough,15,6,hot,4,Medium
Kilinochchi,dog fever,23,11,dry,2,High
Tissamaharama,itchy skin,9,3,dry,2,Low
Kandy,fleas,22,4,hot,4,Medium
Ampara,kennel cough,3,8,humid,10,Medium
Jaffna,ticks,15,8,hot,4,Medium
Trincomalee,dog coughing,9,0,humid,10,Medium
Warakapola,lethargy,13,10,hot,4,Medium
Haputale,kennel cough,3,5,dry,2,Low
Mahiyanganaya,lethargy,2,4,hot,4,Low
Panadura,ticks,21,0,dry,2,Medium
Mullaitivu,itchy skin,8,5,dry,2,Medium
Matale,itchy skin,10,11,hot,4,Medium
Kosgama,lethargy,15,1,humid,10,Medium
Dankotuwa,dog coughing,11,6,rainy,6,Medium
Middeniya,dog vomiting,13,6,hot,4,Medium
Embilipitiya,dog fever,11,5,dry,2,Medium
Mawanella,ticks,18,2,dry,2,Medium
Matara,ticks,13,0,rainy,6,Medium
Kothmale,eye infection,5,2,dry,2,Low
Ratnapura,itchy skin,13,16,humid,10,High
Kalawana,ticks,5,9,rainy,6,Medium
Ganemulla,kennel cough,3,1,hot,4,Low
Mawanella,eye infection,4,6,rainy,6,Medium
Point Pedro,dog fever,15,9,humid,10,High
Dankotuwa,itchy skin,13,2,humid,10,Medium
Matara,ticks,6,3,hot,4,Low
Kadawatha,fleas,15,3,rainy,6,Medium
Pelmadulla,kennel cough,3,3,rainy,6,Low
Matale,ticks,9,3,hot,4,Medium
Puttalam,lethargy,12,5,dry,2,Medium
Anuradhapura,kennel cough,7,1,humid,10,Medium
Giriulla,lethargy,2,6,dry,2,Low
Kurunegala,lethargy,17,1,humid,10,Medium
Polonnaruwa,dog coughing,9,8,dry,2,Medium
Kurunegala,kennel cough,15,3,humid,10,Medium
Badulla,eye infection,17,4,humid,10,Medium
Boralesgamuwa,lethargy,6,7,rainy,6,Medium
Balangoda,dog fever,18,3,dry,2,Medium
Balangoda,ticks,16,8,dry,2,Medium
Weligama,lethargy,10,1,rainy,6,Medium
Mahiyanganaya,dog coughing,4,0,hot,4,Low
Chilaw,itchy skin,11,2,rainy,6,Medium
Tissamaharama,dog fever,9,12,humid,10,High
Haputale,loss of appetite,4,3,humid,10,Medium
Kegalle,kennel cough,5,3,hot,4,Low
Chilaw,itchy skin,18,3,hot,4,Medium
Kurunegala,fleas,3,3,dry,2,Low
Horana,ticks,5,6,rainy,6,Medium
Matale,fleas,3,8,humid,10,Medium
Hikkaduwa,ticks,4,3,hot,4,Low
Boralesgamuwa,loss of appetite,15,6,dry,2,Medium
Avissawella,dog coughing,7,11,dry,2,Medium
Hanwella,kennel cough,14,2,dry,2,Medium
Maharagama,dog vomiting,9,2,rainy,6,Medium
Warakapola,eye infection,0,6,dry,2,Low
Bandarawela,loss of appetite,1,11,dry,2,Medium
Colombo,dog coughing,10,5,rainy,6,Medium
Ratnapura,loss of appetite,25,0,humid,10,High
Hanwella,itchy skin,3,5,hot,4,Low
Panadura,dog coughing,8,8,dry,2,Medium
Chilaw,dog coughing,6,11,humid,10,Medium
Batticaloa,lethargy,15,8,hot,4,Medium
Kandana,fleas,16,4,humid,10,Medium
Matugama,lethargy,15,7,dry,2,Medium
Beruwala,dog vomiting,18,14,humid,10,High
Ganemulla,dog coughing,20,0,humid,10,Medium
Kilinochchi,loss of appetite,13,5,dry,2,Medium
Kataragama,dog fever,9,7,humid,10,Medium
Kegalle,fleas,0,8,dry,2,Low
Kegalle,kennel cough,1,0,rainy,6,Low
Jaffna,loss of appetite,9,0,hot,4,Low
Maharagama,loss of appetite,15,5,dry,2,Medium
Matara,fleas,10,3,humid,10,Medium
Marawila,dog fever,6,6,rainy,6,Medium
Warakapola,eye infection,0,1,rainy,6,Low
Haputale,kennel cough,5,5,hot,4,Low
Hanwella,itchy skin,7,5,humid,10,Medium
Bandarawela,itchy skin,11,2,rainy,6,Medium
Ratnapura,dog vomiting,18,0,rainy,6,Medium
Maskeliya,dog fever,16,4,rainy,6,Medium
Kadawatha,fleas,15,10,rainy,6,High
Giriulla,itchy skin,2,4,rainy,6,Low
Monaragala,loss of appetite,8,7,humid,10,Medium
Bandaragama,eye infection,2,5,humid,10,Medium
Dambulla,kennel cough,11,10,humid,10,High
Galgamuwa,lethargy,11,2,dry,2,Low
Beruwala,eye infection,13,9,dry,2,Medium
Katunayake,ticks,13,6,hot,4,Medium
Hambantota,lethargy,2,0,humid,10,Low
Kadawatha,loss of appetite,20,1,dry,2,Medium
Negombo,kennel cough,24,2,hot,4,Medium
Maharagama,itchy skin,12,2,humid,10,Medium
Kandy,ticks,6,0,hot,4,Low
Hanwella,dog coughing,21,1,humid,10,Medium
Kurunegala,itchy skin,13,0,humid,10,Medium
Badulla,itchy skin,11,12,dry,2,Medium
Dambulla,dog vomiting,7,0,hot,4,Low
Kelaniya,kennel cough,22,3,hot,4,Medium
Aluthgama,eye infection,10,10,humid,10,Medium
Balangoda,dog coughing,14,4,hot,4,Medium
Horana,dog fever,10,8,hot,4,Medium
Mannar,kennel cough,28,2,hot,4,High
Galgamuwa,dog fever,17,2,hot,4,Medium
Deniyaya,eye infection,5,2,dry,2,Low
Ginigathhena,kennel cough,1,12,hot,4,Medium
Ragama,lethargy,7,4,humid,10,Medium
Galgamuwa,dog coughing,17,11,rainy,6,High
Narammala,fleas,2,7,rainy,6,Medium
Moratuwa,dog vomiting,29,4,dry,2,High
Embilipitiya,eye infection,11,0,rainy,6,Low
Galewela,fleas,12,7,hot,4,Medium
Matara,ticks,12,1,rainy,6,Medium
Kadawatha,fleas,13,5,rainy,6,Medium
Galewela,dog fever,11,3,hot,4,Medium
Balangoda,kennel cough,5,16,humid,10,High
Bandaragama,dog vomiting,3,4,dry,2,Low
Point Pedro,loss of appetite,1,0,rainy,6,Low
Kelaniya,kennel cough,10,0,hot,4,Low
Maskeliya,dog vomiting,0,8,hot,4,Low
Seeduwa,itchy skin,7,1,rainy,6,Low
Beruwala,loss of appetite,12,3,humid,10,Medium
Ambalangoda,dog vomiting,2,11,humid,10,Medium
Mapalana,loss of appetite,5,12,dry,2,Medium
Galewela,dog vomiting,5,1,hot,4,Low
Negombo,itchy skin,18,2,dry,2,Medium
Badulla,kennel cough,4,1,rainy,6,Low
Haputale,dog coughing,12,3,rainy,6,Medium
Mirissa,ticks,17,8,rainy,6,High
Kilinochchi,dog coughing,10,6,rainy,6,Medium
Giriulla,dog coughing,8,2,humid,10,Medium
Jaffna,dog coughing,26,6,dry,2,High
Kalawana,loss of appetite,19,7,rainy,6,High
Negombo,dog fever,15,7,dry,2,Medium
Moratuwa,loss of appetite,5,4,dry,2,Low
Katunayake,eye infection,14,7,rainy,6,Medium
Horana,dog coughing,17,1,dry,2,Medium
Tissamaharama,loss of appetite,1,6,rainy,6,Low
Mahiyanganaya,lethargy,15,0,dry,2,Medium
Panadura,dog coughing,10,12,humid,10,High
Kandana,fleas,5,10,dry,2,Medium
Kosgama,dog vomiting,9,9,rainy,6,Medium
Kilinochchi,dog vomiting,14,1,humid,10,Medium
Beruwala,dog fever,3,1,rainy,6,Low
Mannar,dog coughing,25,0,rainy,6,Medium
Tissamaharama,kennel cough,3,6,rainy,6,Medium
Kalawana,kennel cough,21,4,rainy,6,Medium
Kosgama,itchy skin,20,1,rainy,6,Medium
Deniyaya,dog coughing,5,6,humid,10,Medium
Ampara,eye infection,12,8,rainy,6,Medium
Buttala,dog coughing,2,4,dry,2,Low
Elpitiya,dog coughing,5,0,rainy,6,Low
Deniyaya,dog fever,9,7,hot,4,Medium
Matale,itchy skin,14,3,hot,4,Medium
Bandaragama,itchy skin,6,9,rainy,6,Medium
Hatton,dog vomiting,6,0,hot,4,Low
Jaffna,dog fever,15,2,humid,10,Medium
Deniyaya,dog vomiting,6,8,dry,2,Medium
Wattala,loss of appetite,11,6,hot,4,Medium
Matugama,lethargy,14,2,rainy,6,Medium
Vavuniya,loss of appetite,29,10,rainy,6,High
Narammala,eye infection,5,4,humid,10,Medium
Narammala,kennel cough,7,8,hot,4,Medium
Gonapola,itchy skin,10,3,dry,2,Low
Agunukolapelessa,eye infection,19,2,dry,2,Medium
Batticaloa,loss of appetite,8,0,dry,2,Low
Kalawana,dog vomiting,14,13,humid,10,High
Ambalangoda,ticks,21,0,humid,10,Medium
Mawanella,loss of appetite,15,5,hot,4,Medium
Kurunegala,itchy skin,1,8,rainy,6,Medium
Kalawana,fleas,4,4,dry,2,Low
Kandana,kennel cough,10,10,hot,4,Medium
Chilaw,eye infection,17,0,humid,10,Medium
Mawanella,ticks,15,1,hot,4,Medium
Kelaniya,lethargy,4,4,dry,2,Low
Deniyaya,dog coughing,13,0,dry,2,Low
Kurunegala,dog fever,3,0,rainy,6,Low
Buttala,kennel cough,21,2,rainy,6,Medium
Narammala,dog coughing,18,2,hot,4,Medium
Kandy,dog fever,3,1,dry,2,Low
Maskeliya,eye infection,16,9,rainy,6,High
Kalutara,itchy skin,17,12,dry,2,High
Kalutara,dog vomiting,12,10,dry,2,Medium
Balangoda,dog vomiting,4,9,hot,4,Medium
Deniyaya,eye infection,14,5,humid,10,Medium
Mullaitivu,lethargy,21,11,humid,10,High
Monaragala,kennel cough,13,2,dry,2,Medium
Vavuniya,eye infection,19,2,rainy,6,Medium
Dankotuwa,dog coughing,0,8,rainy,6,Low
Tissamaharama,kennel cough,2,4,dry,2,Low
Buttala,eye infection,0,0,humid,10,Low
Gampaha,eye infection,0,14,humid,10,Medium
Hatton,kennel cough,8,0,rainy,6,Low
Moragahamula,dog vomiting,6,7,rainy,6,Medium
Tissamaharama,dog coughing,2,6,dry,2,Low
Maharagama,fleas,15,8,hot,4,Medium
Badulla,loss of appetite,3,5,dry,2,Low
Mapalana,itchy skin,12,6,rainy,6,Medium
Marawila,dog fever,6,5,hot,4,Medium
Matara,dog fever,8,1,rainy,6,Low
Batticaloa,kennel cough,20,7,dry,2,Medium
Point Pedro,kennel cough,0,7,humid,10,Medium
Bandaragama,ticks,14,9,humid,10,High
Galewela,dog fever,4,4,dry,2,Low
Beruwala,loss of appetite,10,9,hot,4,Medium
Matale,dog vomiting,18,7,hot,4,Medium
Galle,fleas,13,5,dry,2,Medium
Rathmalana,lethargy,10,9,hot,4,Medium
Haputale,dog vomiting,0,14,dry,2,Medium
Matale,lethargy,29,11,dry,2,High
Galle,itchy skin,9,7,hot,4,Medium
Wellawaya,kennel cough,0,11,hot,4,Medium
Kothmale,eye infection,7,7,rainy,6,Medium
Weligama,dog coughing,5,5,rainy,6,Medium
Anuradhapura,eye infection,5,11,humid,10,Medium
Monaragala,fleas,13,1,hot,4,Medium
Kelaniya,loss of appetite,6,3,humid,10,Medium
Chilaw,dog coughing,12,1,dry,2,Low
Elpitiya,fleas,2,4,rainy,6,Low
Ja-Ela,dog vomiting,3,9,dry,2,Medium
Gampaha,lethargy,7,7,rainy,6,Medium
Wariyapola,ticks,15,2,rainy,6,Medium
Kahawatte,ticks,12,8,hot,4,Medium
Aluthgama,dog coughing,14,10,dry,2,Medium
Narammala,dog fever,21,4,rainy,6,Medium
Aluthgama,kennel cough,1,0,hot,4,Low
Wellawaya,loss of appetite,12,1,hot,4,Medium
Kosgama,lethargy,0,4,hot,4,Low
Ja-Ela,loss of appetite,27,5,rainy,6,High
Wariyapola,ticks,11,0,humid,10,Medium
Hambantota,eye infection,11,7,rainy,6,Medium
Monaragala,ticks,10,2,hot,4,Low
Galgamuwa,eye infection,16,5,humid,10,Medium
Kandana,dog fever,6,0,rainy,6,Low
Aluthgama,loss of appetite,11,8,dry,2,Medium
Batticaloa,dog fever,2,7,dry,2,Low
Elpitiya,eye infection,14,6,dry,2,Medium
Mannar,dog vomiting,6,0,dry,2,Low
Middeniya,ticks,4,5,rainy,6,Low
Anuradhapura,itchy skin,1,10,hot,4,Medium
Hambantota,itchy skin,19,4,rainy,6,Medium
Kahawatte,kennel cough,11,4,hot,4,Medium
Ambalangoda,itchy skin,21,10,humid,10,High
Pelmadulla,fleas,24,7,rainy,6,High
Horana,dog vomiting,6,9,dry,2,Medium
Maharagama,eye infection,11,0,dry,2,Low
Kandana,fleas,11,4,hot,4,Medium
Matara,ticks,3,4,hot,4,Low
Galewela,ticks,2,0,hot,4,Low
Balangoda,itchy skin,3,9,hot,4,Medium
Piliyandala,dog fever,6,10,rainy,6,Medium
Tissamaharama,dog fever,4,3,dry,2,Low
Kilinochchi,lethargy,2,4,dry,2,Low
Chilaw,dog vomiting,19,4,dry,2,Medium
Seeduwa,ticks,4,9,dry,2,Medium
Agunukolapelessa,itchy skin,8,4,hot,4,Medium
Avissawella,dog vomiting,17,3,rainy,6,Medium
Wariyapola,dog coughing,1,0,humid,10,Low
Tissamaharama,dog coughing,16,5,humid,10,Medium
Negombo,dog coughing,6,5,rainy,6,Medium
Anuradhapura,kennel cough,9,11,rainy,6,Medium
Dambulla,loss of appetite,7,5,hot,4,Medium
Bandaragama,eye infection,9,6,rainy,6,Medium
Bandaragama,fleas,10,7,humid,10,Medium
Kurunegala,dog fever,18,9,rainy,6,High
Middeniya,lethargy,7,10,hot,4,Medium
Marawila,dog coughing,8,10,rainy,6,Medium
Kilinochchi,fleas,4,7,dry,2,Low
Kandy,fleas,4,5,rainy,6,Low
Balangoda,eye infection,8,5,dry,2,Medium
Avissawella,itchy skin,1,0,hot,4,Low
Ampara,lethargy,8,8,rainy,6,Medium
Ja-Ela,itchy skin,8,2,hot,4,Low
Kandana,kennel cough,13,0,hot,4,Medium
Elpitiya,dog vomiting,6,6,humid,10,Medium
Warakapola,kennel cough,3,1,dry,2,Low
Mirissa,itchy skin,5,6,dry,2,Low
Gampaha,dog vomiting,11,10,dry,2,Medium
Rathmalana,dog vomiting,11,7,rainy,6,Medium
Dehiwala,dog vomiting,11,4,humid,10,Medium
Maharagama,dog coughing,15,4,humid,10,Medium
Polonnaruwa,dog coughing,8,4,rainy,6,Medium
Dankotuwa,dog vomiting,6,0,dry,2,Low
Jaffna,loss of appetite,20,1,hot,4,Medium
Boralesgamuwa,kennel cough,6,0,dry,2,Low
Embilipitiya,dog fever,12,1,dry,2,Low
Batticaloa,loss of appetite,11,6,rainy,6,Medium
Matugama,loss of appetite,13,6,rainy,6,Medium
Ginigathhena,eye infection,3,0,dry,2,Low
Hanwella,dog vomiting,22,5,dry,2,Medium
Galgamuwa,itchy skin,16,10,rainy,6,High
Anuradhapura,lethargy,6,4,rainy,6,Medium
Moratuwa,kennel cough,8,0,rainy,6,Low
Avissawella,dog vomiting,1,2,rainy,6,Low
Giriulla,fleas,5,6,hot,4,Medium
Kataragama,lethargy,13,6,rainy,6,Medium
Mapalana,dog vomiting,12,6,hot,4,Medium
Ambalangoda,eye infection,18,8,hot,4,High
Kosgama,eye infection,21,5,humid,10,High
Mawanella,dog vomiting,18,4,hot,4,Medium
Balangoda,kennel cough,14,2,dry,2,Medium
Matale,ticks,10,7,humid,10,Medium
Galgamuwa,dog vomiting,14,16,hot,4,High
Colombo,kennel cough,8,1,hot,4,Low
Polonnaruwa,dog coughing,5,8,dry,2,Medium
Mannar,dog coughing,13,4,dry,2,Medium
Weeraketiya,eye infection,11,8,dry,2,Medium
Kalutara,dog fever,6,0,rainy,6,Low
Mawanella,ticks,19,10,rainy,6,High
Balangoda,dog fever,11,12,hot,4,Medium
Kahawatte,kennel cough,6,2,humid,10,Medium
Anuradhapura,lethargy,17,2,humid,10,Medium
Minuwangoda,ticks,19,10,hot,4,High
Narammala,fleas,4,3,humid,10,Medium
Beruwala,dog coughing,15,2,hot,4,Medium
Seeduwa,dog vomiting,14,8,hot,4,Medium
Narammala,itchy skin,3,0,hot,4,Low
Passara,dog coughing,12,7,rainy,6,Medium
Agunukolapelessa,fleas,9,10,rainy,6,Medium
Maskeliya,itchy skin,7,4,rainy,6,Medium
Ganemulla,eye infection,7,4,hot,4,Low
Ja-Ela,eye infection,13,3,rainy,6,Medium
Bandarawela,dog vomiting,5,10,dry,2,Medium
Buttala,dog coughing,1,4,rainy,6,Low
Kelaniya,dog coughing,18,3,hot,4,Medium
Moratuwa,loss of appetite,14,6,dry,2,Medium
Horana,kennel cough,9,10,dry,2,Medium
Tissamaharama,ticks,5,1,humid,10,Low
Passara,fleas,4,1,dry,2,Low
Matale,loss of appetite,4,9,humid,10,Medium
Dambulla,ticks,13,0,hot,4,Medium
Elpitiya,ticks,3,11,hot,4,Medium
Wariyapola,dog vomiting,3,14,rainy,6,Medium
Kelaniya,eye infection,11,0,humid,10,Medium
Kalawana,lethargy,10,10,humid,10,Medium
Kothmale,loss of appetite,6,2,rainy,6,Low
Deniyaya,dog fever,2,3,dry,2,Low
Ambalangoda,lethargy,5,9,humid,10,Medium
Pelmadulla,itchy skin,23,2,humid,10,High
Moragahamula,ticks,4,5,humid,10,Medium
Matale,loss of appetite,20,7,humid,10,High
Mahiyanganaya,eye infection,0,1,humid,10,Low
Ratnapura,ticks,20,8,hot,4,High
Beruwala,fleas,14,13,dry,2,High
Elpitiya,dog fever,11,4,rainy,6,Medium
Ragama,eye infection,21,5,hot,4,Medium
Kilinochchi,eye infection,2,0,hot,4,Low
Weeraketiya,dog coughing,7,6,rainy,6,Medium
Colombo,eye infection,15,0,humid,10,Medium
Colombo,dog fever,8,3,dry,2,Low
Narammala,itchy skin,2,5,hot,4,Low
Marawila,dog vomiting,15,4,rainy,6,Medium
Rathmalana,fleas,16,5,hot,4,Medium
Aluthgama,itchy skin,19,4,rainy,6,Medium
Kuliyapitiya,eye infection,2,12,dry,2,Medium
Monaragala,loss of appetite,24,4,hot,4,High
Hanwella,fleas,17,0,rainy,6,Medium
Kandana,itchy skin,6,0,rainy,6,Low
Katunayake,loss of appetite,3,13,humid,10,Medium
Matugama,loss of appetite,12,1,hot,4,Medium
Moratuwa,kennel cough,5,7,rainy,6,Medium
Kuliyapitiya,kennel cough,0,6,hot,4,Low
Kilinochchi,ticks,20,7,hot,4,High
Galgamuwa,eye infection,10,8,humid,10,Medium
Negombo,lethargy,3,0,humid,10,Low
Rathmalana,fleas,21,0,dry,2,Medium
Minuwangoda,fleas,6,3,hot,4,Low
Homagama,itchy skin,6,3,hot,4,Low
Wattala,dog vomiting,1,5,humid,10,Low
Aluthgama,loss of appetite,5,1,hot,4,Low
Pelmadulla,itchy skin,0,0,dry,2,Low
Kahawatte,kennel cough,0,15,rainy,6,Medium
Passara,loss of appetite,8,5,humid,10,Medium
Puttalam,dog vomiting,8,3,rainy,6,Medium
Kadawatha,itchy skin,1,12,humid,10,Medium
Weligama,ticks,18,1,rainy,6,Medium
Bandarawela,loss of appetite,3,0,hot,4,Low
Moragahamula,loss of appetite,2,0,hot,4,Low
Matale,ticks,16,4,humid,10,Medium
Ambalangoda,fleas,3,2,dry,2,Low
Mannar,dog vomiting,0,8,rainy,6,Low
Matugama,ticks,4,0,dry,2,Low
Mawanella,fleas,20,2,hot,4,Medium
Rathmalana,fleas,1,10,rainy,6,Medium
Warakapola,lethargy,24,11,rainy,6,High
Narammala,ticks,2,3,humid,10,Low
Ragama,ticks,15,4,hot,4,Medium
Badulla,ticks,10,3,humid,10,Medium
Ginigathhena,dog coughing,12,3,hot,4,Medium
Kalutara,dog coughing,3,2,hot,4,Low
Weligama,kennel cough,7,6,rainy,6,Medium
Passara,loss of appetite,5,0,dry,2,Low
Mullaitivu,eye infection,10,5,humid,10,Medium
Narammala,eye infection,4,6,humid,10,Medium
Bandarawela,ticks,8,2,rainy,6,Low
Kotte,dog fever,18,3,hot,4,Medium
Pelmadulla,eye infection,12,2,dry,2,Medium
Ginigathhena,kennel cough,16,7,dry,2,Medium
Moratuwa,dog fever,26,3,dry,2,Medium
Kosgama,dog coughing,15,3,hot,4,Medium
Kilinochchi,dog fever,8,7,humid,10,Medium
Point Pedro,dog fever,13,8,dry,2,Medium
Colombo,fleas,2,6,rainy,6,Low
Mirissa,itchy skin,15,8,rainy,6,Medium
Kandana,ticks,7,9,rainy,6,Medium
Jaffna,dog vomiting,5,4,dry,2,Low
Kuliyapitiya,itchy skin,15,7,rainy,6,Medium
Kalutara,dog coughing,2,7,rainy,6,Medium
Kegalle,lethargy,17,5,dry,2,Medium
Ja-Ela,dog coughing,15,8,hot,4,Medium
Elpitiya,ticks,7,10,hot,4,Medium
Moratuwa,ticks,1,3,hot,4,Low
Chilaw,itchy skin,21,10,hot,4,High
Weligama,kennel cough,15,0,hot,4,Medium
Mahiyanganaya,ticks,13,4,rainy,6,Medium
Mawanella,kennel cough,12,6,humid,10,Medium
Kuliyapitiya,dog fever,12,4,rainy,6,Medium
Kataragama,lethargy,18,3,rainy,6,Medium
Kalutara,fleas,24,0,dry,2,Medium
Pelmadulla,dog vomiting,14,1,rainy,6,Medium
Gonapola,eye infection,16,2,dry,2,Medium
Gampaha,fleas,15,0,rainy,6,Medium
Homagama,kennel cough,12,0,rainy,6,Medium
Seeduwa,fleas,6,7,rainy,6,Medium
Point Pedro,lethargy,5,0,rainy,6,Low
Wattala,loss of appetite,11,11,rainy,6,Medium
Maharagama,loss of appetite,7,0,dry,2,Low
Mannar,kennel cough,19,3,rainy,6,Medium
Ratnapura,kennel cough,3,12,hot,4,Medium
Kosgama,kennel cough,4,9,humid,10,Medium
Tissamaharama,lethargy,21,1,dry,2,Medium
Badulla,kennel cough,6,9,rainy,6,Medium
Batticaloa,dog vomiting,13,0,hot,4,Medium
Kosgama,dog coughing,1,2,hot,4,Low
Bandarawela,kennel cough,4,1,dry,2,Low
Passara,ticks,8,4,hot,4,Medium
Kuliyapitiya,fleas,1,6,rainy,6,Low
Badulla,loss of appetite,12,3,hot,4,Medium
Batticaloa,loss of appetite,4,3,rainy,6,Low
Point Pedro,lethargy,14,7,humid,10,Medium
Matale,kennel cough,15,6,dry,2,Medium
Hambantota,dog coughing,7,5,dry,2,Low
Kotte,itchy skin,0,5,dry,2,Low
Vavuniya,ticks,5,0,dry,2,Low
Mapalana,itchy skin,3,0,hot,4,Low
Giriulla,dog vomiting,13,17,rainy,6,High
Mannar,itchy skin,10,18,hot,4,High
Haputale,fleas,6,0,humid,10,Low
Dehiwala,itchy skin,11,5,hot,4,Medium
Ganemulla,fleas,2,0,humid,10,Low
Ampara,loss of appetite,22,9,humid,10,High
Piliyandala,eye infection,8,11,hot,4,Medium
Maharagama,dog fever,18,10,rainy,6,High
Hanwella,kennel cough,16,7,dry,2,Medium
Ambalangoda,eye infection,22,1,rainy,6,Medium
Haputale,loss of appetite,6,2,humid,10,Medium
Mirissa,fleas,3,10,rainy,6,Medium
Narammala,fleas,9,5,rainy,6,Medium
Horana,kennel cough,6,9,hot,4,Medium
Galle,lethargy,19,1,dry,2,Medium
Wellawaya,dog vomiting,14,10,humid,10,High
Maharagama,dog vomiting,11,3,humid,10,Medium
Chilaw,eye infection,18,14,dry,2,High
Ambalangoda,dog fever,7,9,humid,10,Medium
Wellawaya,dog fever,18,8,humid,10,High
Kurunegala,dog vomiting,10,7,humid,10,Medium
Tissamaharama,kennel cough,15,9,humid,10,High
Mapalana,itchy skin,0,1,rainy,6,Low
Monaragala,kennel cough,15,2,dry,2,Medium
Mawanella,dog vomiting,10,7,hot,4,Medium
Haputale,dog fever,1,10,dry,2,Medium
Gonapola,dog fever,8,0,dry,2,Low
Buttala,dog coughing,14,14,hot,4,High
Hikkaduwa,dog fever,16,7,hot,4,Medium
Moratuwa,lethargy,12,9,hot,4,Medium
Passara,eye infection,11,3,hot,4,Medium
Ja-Ela,dog fever,18,2,humid,10,Medium
Wattala,fleas,2,6,dry,2,Low
Colombo,kennel cough,7,4,hot,4,Low
Puttalam,eye infection,3,0,humid,10,Low
Aluthgama,ticks,9,6,humid,10,Medium
Hikkaduwa,ticks,16,4,humid,10,Medium
Kuliyapitiya,eye infection,7,3,hot,4,Low
Matugama,fleas,6,4,rainy,6,Medium
Kalutara,ticks,10,0,rainy,6,Low
Colombo,dog coughing,8,7,hot,4,Medium
Haputale,dog vomiting,11,0,humid,10,Medium
Katunayake,ticks,8,7,hot,4,Medium
Matara,eye infection,5,5,dry,2,Low
Ganemulla,lethargy,1,4,humid,10,Low
Moragahamula,loss of appetite,5,11,dry,2,Medium
Embilipitiya,lethargy,26,7,rainy,6,High
Hanwella,kennel cough,16,9,hot,4,Medium
Polonnaruwa,lethargy,0,9,hot,4,Low
Kuliyapitiya,fleas,11,3,humid,10,Medium
Kataragama,dog coughing,13,7,rainy,6,Medium
Kothmale,dog vomiting,15,0,humid,10,Medium
Puttalam,ticks,8,3,dry,2,Low
Passara,dog fever,22,3,dry,2,Medium
Hatton,loss of appetite,4,10,hot,4,Medium
Pelmadulla,kennel cough,0,8,dry,2,Low
Minuwangoda,itchy skin,2,7,rainy,6,Medium
Elpitiya,dog coughing,5,4,humid,10,Medium
Ginigathhena,ticks,11,2,rainy,6,Medium
Marawila,loss of appetite,13,11,humid,10,High
Matale,fleas,3,7,hot,4,Low
Kahawatte,itchy skin,12,0,humid,10,Medium
Weeraketiya,eye infection,8,8,humid,10,Medium
Puttalam,loss of appetite,7,7,hot,4,Medium
Trincomalee,loss of appetite,21,13,rainy,6,High
Rathmalana,dog fever,20,3,hot,4,Medium
Hatton,dog vomiting,17,3,hot,4,Medium
Anuradhapura,itchy skin,0,10,humid,10,Medium
Kotte,ticks,0,13,hot,4,Medium
Giriulla,itchy skin,20,1,rainy,6,Medium
Homagama,kennel cough,0,11,dry,2,Medium
Weligama,dog fever,14,5,hot,4,Medium
Matale,itchy skin,4,4,dry,2,Low
Kataragama,dog coughing,21,5,rainy,6,High
Deniyaya,dog fever,15,6,dry,2,Medium
Anuradhapura,loss of appetite,10,6,rainy,6,Medium
Badulla,kennel cough,9,11,rainy,6,Medium
Kataragama,eye infection,19,2,humid,10,Medium
Negombo,fleas,8,0,rainy,6,Low
Wattala,dog fever,9,5,humid,10,Medium
Rathmalana,itchy skin,13,4,rainy,6,Medium
Kahawatte,itchy skin,17,5,hot,4,Medium
Giriulla,dog fever,6,9,dry,2,Medium
Kandy,itchy skin,6,8,hot,4,Medium
Kandana,fleas,13,9,humid,10,High
Narammala,kennel cough,9,14,humid,10,High
Puttalam,fleas,16,7,hot,4,Medium
Agunukolapelessa,eye infection,2,9,rainy,6,Medium
Kataragama,fleas,21,7,hot,4,High
Puttalam,eye infection,13,0,hot,4,Medium
Ampara,loss of appetite,5,14,humid,10,High
Agunukolapelessa,dog vomiting,19,6,humid,10,High
Mawanella,eye infection,8,4,humid,10,Medium
Puttalam,eye infection,7,3,humid,10,Medium
Kandy,itchy skin,2,2,humid,10,Low
Gonapola,loss of appetite,6,4,dry,2,Low
Bandaragama,lethargy,14,4,dry,2,Medium
Kalutara,lethargy,6,7,rainy,6,Medium
Dankotuwa,itchy skin,8,4,dry,2,Low
Ratnapura,itchy skin,6,3,dry,2,Low
Giriulla,lethargy,20,4,humid,10,High
Kadawatha,fleas,10,8,hot,4,Medium
